db-h3k27ac-dn-extended+-10kb-bln-tmem-activated-mouse_epdnew_QUuxV.bed-intersect.bed
chr1	138169130	138169570	chip2_peak_18	149.684575869	.	4.18351063047	3.97570471772e-10	0.000199923797594	chr1	138165298	138185299	Ptprc_1	1	-
chr14	77870760	77870980	chip2_peak_167	96.6769455331	.	2.70200872075	6.30408332686e-08	0.00367207136107	chr14	77864911	77884912	Dnajc15_1	1	-
chr19	11435160	11435380	chip2_peak_170	122.672802744	.	3.4285628387	6.3747716535e-08	0.00367633021957	chr19	11433585	11453586	Ms4a4b_1	1	+
chr5	112276780	112277000	chip2_peak_216	168.648404702	.	4.71352769507	1.05080389004e-07	0.00480989140895	chr5	112266744	112286745	Tpst2_1	1	+
chr5	112276780	112277000	chip2_peak_216	168.648404702	.	4.71352769507	1.05080389004e-07	0.00480989140895	chr5	112271635	112291636	Tpst2_2	1	+
chr12	25096830	25097050	chip2_peak_238	99.2966311136	.	2.77522590035	1.19809858452e-07	0.00503301934639	chr12	25086089	25106090	Id2_1	1	-
chr15	9529740	9529960	chip2_peak_271	71.6786272857	.	2.00333466215	1.54911795151e-07	0.00579303391889	chr15	9519857	9539858	Il7r_1	1	-
chr3	142530740	142531070	chip2_peak_287	137.676741424	.	3.84790555722	1.69372778971e-07	0.00594918191602	chr3	142520340	142540341	Gbp7_1	1	+
chr12	25100460	25100790	chip2_peak_308	199.700701628	.	5.58140345006	1.9545046294e-07	0.00636062905937	chr12	25086089	25106090	Id2_1	1	-
chr16	94370980	94371310	chip2_peak_380	275.563657033	.	7.70168523963	3.2011693206e-07	0.00837372406375	chr16	94360795	94380796	Ttc3_1	1	+
chr11	99041360	99041580	chip2_peak_402	123.844683611	.	3.46131555243	3.58623641003e-07	0.00885706737786	chr11	99031247	99051248	Igfbp4_1	1	+
chr10	96620040	96620260	chip2_peak_459	70.2361253412	.	1.96301840255	5.05237474242e-07	0.0109418166912	chr10	96607007	96627008	Btg1_1	1	+
